R,G,B,Hex
140,150,65,#8C9641
140,150,70,#8C9646
140,150,75,#8C964B
140,150,80,#8C9650
140,150,85,#8C9655
140,150,90,#8C965A
140,150,95,#8C965F
140,150,100,#8C9664
140,150,105,#8C9669
140,150,110,#8C966E
140,150,115,#8C9673
140,150,120,#8C9678
140,150,125,#8C967D
140,150,130,#8C9682
140,150,135,#8C9687
140,150,140,#8C968C
140,150,145,#8C9691
140,150,150,#8C9696
140,150,155,#8C969B
140,150,160,#8C96A0
140,150,165,#8C96A5
140,150,170,#8C96AA
140,150,175,#8C96AF
140,150,180,#8C96B4
140,150,185,#8C96B9
140,150,190,#8C96BE
140,150,195,#8C96C3
140,150,200,#8C96C8
140,150,205,#8C96CD
140,150,210,#8C96D2
140,150,215,#8C96D7
140,150,220,#8C96DC
140,150,225,#8C96E1
140,150,230,#8C96E6
140,150,235,#8C96EB
140,150,240,#8C96F0
140,150,245,#8C96F5
140,150,250,#8C96FA
140,150,255,#8C96FF
140,155,0,#8C9B00
140,155,5,#8C9B05
140,155,10,#8C9B0A
140,155,15,#8C9B0F
140,155,20,#8C9B14
140,155,25,#8C9B19
140,155,30,#8C9B1E
140,155,35,#8C9B23
140,155,40,#8C9B28
140,155,45,#8C9B2D
140,155,50,#8C9B32
140,155,55,#8C9B37
140,155,60,#8C9B3C
140,155,65,#8C9B41
140,155,70,#8C9B46
140,155,75,#8C9B4B
140,155,80,#8C9B50
140,155,85,#8C9B55
140,155,90,#8C9B5A
140,155,95,#8C9B5F
140,155,100,#8C9B64
140,155,105,#8C9B69
140,155,110,#8C9B6E
140,155,115,#8C9B73
140,155,120,#8C9B78
140,155,125,#8C9B7D
140,155,130,#8C9B82
140,155,135,#8C9B87
140,155,140,#8C9B8C
140,155,145,#8C9B91
140,155,150,#8C9B96
140,155,155,#8C9B9B
140,155,160,#8C9BA0
140,155,165,#8C9BA5
140,155,170,#8C9BAA
140,155,175,#8C9BAF
140,155,180,#8C9BB4
140,155,185,#8C9BB9
140,155,190,#8C9BBE
140,155,195,#8C9BC3
140,155,200,#8C9BC8
140,155,205,#8C9BCD
140,155,210,#8C9BD2
140,155,215,#8C9BD7
140,155,220,#8C9BDC
140,155,225,#8C9BE1
140,155,230,#8C9BE6
140,155,235,#8C9BEB
140,155,240,#8C9BF0
140,155,245,#8C9BF5
140,155,250,#8C9BFA
140,155,255,#8C9BFF
140,160,0,#8CA000
140,160,5,#8CA005
140,160,10,#8CA00A
140,160,15,#8CA00F
140,160,20,#8CA014
140,160,25,#8CA019
140,160,30,#8CA01E
140,160,35,#8CA023
140,160,40,#8CA028
140,160,45,#8CA02D
140,160,50,#8CA032
140,160,55,#8CA037
140,160,60,#8CA03C
140,160,65,#8CA041
140,160,70,#8CA046
140,160,75,#8CA04B
140,160,80,#8CA050
140,160,85,#8CA055
140,160,90,#8CA05A
140,160,95,#8CA05F
140,160,100,#8CA064
140,160,105,#8CA069
140,160,110,#8CA06E
140,160,115,#8CA073
140,160,120,#8CA078
140,160,125,#8CA07D
140,160,130,#8CA082
140,160,135,#8CA087
140,160,140,#8CA08C
140,160,145,#8CA091
140,160,150,#8CA096
140,160,155,#8CA09B
140,160,160,#8CA0A0
140,160,165,#8CA0A5
140,160,170,#8CA0AA
140,160,175,#8CA0AF
140,160,180,#8CA0B4
140,160,185,#8CA0B9
140,160,190,#8CA0BE
140,160,195,#8CA0C3
140,160,200,#8CA0C8
140,160,205,#8CA0CD
140,160,210,#8CA0D2
140,160,215,#8CA0D7
140,160,220,#8CA0DC
140,160,225,#8CA0E1
140,160,230,#8CA0E6
140,160,235,#8CA0EB
140,160,240,#8CA0F0
140,160,245,#8CA0F5
140,160,250,#8CA0FA
140,160,255,#8CA0FF
140,165,0,#8CA500
140,165,5,#8CA505
140,165,10,#8CA50A
140,165,15,#8CA50F
140,165,20,#8CA514
140,165,25,#8CA519
140,165,30,#8CA51E
140,165,35,#8CA523
140,165,40,#8CA528
140,165,45,#8CA52D
140,165,50,#8CA532
140,165,55,#8CA537
140,165,60,#8CA53C
140,165,65,#8CA541
140,165,70,#8CA546
140,165,75,#8CA54B
140,165,80,#8CA550
140,165,85,#8CA555
140,165,90,#8CA55A
140,165,95,#8CA55F
140,165,100,#8CA564
140,165,105,#8CA569
140,165,110,#8CA56E
140,165,115,#8CA573
140,165,120,#8CA578
140,165,125,#8CA57D
140,165,130,#8CA582
140,165,135,#8CA587
140,165,140,#8CA58C
140,165,145,#8CA591
140,165,150,#8CA596
140,165,155,#8CA59B
140,165,160,#8CA5A0
140,165,165,#8CA5A5
140,165,170,#8CA5AA
140,165,175,#8CA5AF
140,165,180,#8CA5B4
140,165,185,#8CA5B9
140,165,190,#8CA5BE
140,165,195,#8CA5C3
140,165,200,#8CA5C8
140,165,205,#8CA5CD
140,165,210,#8CA5D2
140,165,215,#8CA5D7
140,165,220,#8CA5DC
140,165,225,#8CA5E1
140,165,230,#8CA5E6
140,165,235,#8CA5EB
140,165,240,#8CA5F0
140,165,245,#8CA5F5
140,165,250,#8CA5FA
140,165,255,#8CA5FF
140,170,0,#8CAA00
140,170,5,#8CAA05
140,170,10,#8CAA0A
140,170,15,#8CAA0F
140,170,20,#8CAA14
140,170,25,#8CAA19
140,170,30,#8CAA1E
140,170,35,#8CAA23
140,170,40,#8CAA28
140,170,45,#8CAA2D
140,170,50,#8CAA32
140,170,55,#8CAA37
140,170,60,#8CAA3C
140,170,65,#8CAA41
140,170,70,#8CAA46
140,170,75,#8CAA4B
140,170,80,#8CAA50
140,170,85,#8CAA55
140,170,90,#8CAA5A
140,170,95,#8CAA5F
140,170,100,#8CAA64
140,170,105,#8CAA69
140,170,110,#8CAA6E
140,170,115,#8CAA73
140,170,120,#8CAA78
140,170,125,#8CAA7D
140,170,130,#8CAA82
140,170,135,#8CAA87
140,170,140,#8CAA8C
140,170,145,#8CAA91
140,170,150,#8CAA96
140,170,155,#8CAA9B
140,170,160,#8CAAA0
140,170,165,#8CAAA5
140,170,170,#8CAAAA
140,170,175,#8CAAAF
140,170,180,#8CAAB4
140,170,185,#8CAAB9
140,170,190,#8CAABE
140,170,195,#8CAAC3
140,170,200,#8CAAC8
140,170,205,#8CAACD
140,170,210,#8CAAD2
140,170,215,#8CAAD7
140,170,220,#8CAADC
140,170,225,#8CAAE1
140,170,230,#8CAAE6
140,170,235,#8CAAEB
140,170,240,#8CAAF0
140,170,245,#8CAAF5
140,170,250,#8CAAFA
140,170,255,#8CAAFF
140,175,0,#8CAF00
140,175,5,#8CAF05
140,175,10,#8CAF0A
140,175,15,#8CAF0F
140,175,20,#8CAF14
140,175,25,#8CAF19
140,175,30,#8CAF1E
140,175,35,#8CAF23
140,175,40,#8CAF28
140,175,45,#8CAF2D
140,175,50,#8CAF32
140,175,55,#8CAF37
140,175,60,#8CAF3C
140,175,65,#8CAF41
140,175,70,#8CAF46
140,175,75,#8CAF4B
140,175,80,#8CAF50
140,175,85,#8CAF55
140,175,90,#8CAF5A
140,175,95,#8CAF5F
140,175,100,#8CAF64
140,175,105,#8CAF69
140,175,110,#8CAF6E
140,175,115,#8CAF73
140,175,120,#8CAF78
140,175,125,#8CAF7D
140,175,130,#8CAF82
140,175,135,#8CAF87
140,175,140,#8CAF8C
140,175,145,#8CAF91
140,175,150,#8CAF96
140,175,155,#8CAF9B
140,175,160,#8CAFA0
140,175,165,#8CAFA5
140,175,170,#8CAFAA
140,175,175,#8CAFAF
140,175,180,#8CAFB4
140,175,185,#8CAFB9
140,175,190,#8CAFBE
140,175,195,#8CAFC3
140,175,200,#8CAFC8
140,175,205,#8CAFCD
140,175,210,#8CAFD2
140,175,215,#8CAFD7
140,175,220,#8CAFDC
140,175,225,#8CAFE1
140,175,230,#8CAFE6
140,175,235,#8CAFEB
140,175,240,#8CAFF0
140,175,245,#8CAFF5
140,175,250,#8CAFFA
140,175,255,#8CAFFF
140,180,0,#8CB400
140,180,5,#8CB405
140,180,10,#8CB40A
140,180,15,#8CB40F
140,180,20,#8CB414
140,180,25,#8CB419
140,180,30,#8CB41E
140,180,35,#8CB423
140,180,40,#8CB428
140,180,45,#8CB42D
140,180,50,#8CB432
140,180,55,#8CB437
140,180,60,#8CB43C
140,180,65,#8CB441
140,180,70,#8CB446
140,180,75,#8CB44B
140,180,80,#8CB450
140,180,85,#8CB455
140,180,90,#8CB45A
140,180,95,#8CB45F
140,180,100,#8CB464
140,180,105,#8CB469
140,180,110,#8CB46E
140,180,115,#8CB473
140,180,120,#8CB478
140,180,125,#8CB47D
140,180,130,#8CB482
140,180,135,#8CB487
140,180,140,#8CB48C
140,180,145,#8CB491
140,180,150,#8CB496
140,180,155,#8CB49B
140,180,160,#8CB4A0
140,180,165,#8CB4A5
140,180,170,#8CB4AA
140,180,175,#8CB4AF
140,180,180,#8CB4B4
140,180,185,#8CB4B9
140,180,190,#8CB4BE
140,180,195,#8CB4C3
140,180,200,#8CB4C8
140,180,205,#8CB4CD
140,180,210,#8CB4D2
140,180,215,#8CB4D7
140,180,220,#8CB4DC
140,180,225,#8CB4E1
140,180,230,#8CB4E6
140,180,235,#8CB4EB
140,180,240,#8CB4F0
140,180,245,#8CB4F5
140,180,250,#8CB4FA
140,180,255,#8CB4FF
140,185,0,#8CB900
140,185,5,#8CB905
140,185,10,#8CB90A
140,185,15,#8CB90F
140,185,20,#8CB914
140,185,25,#8CB919
140,185,30,#8CB91E
140,185,35,#8CB923
140,185,40,#8CB928
140,185,45,#8CB92D
140,185,50,#8CB932
140,185,55,#8CB937
140,185,60,#8CB93C
140,185,65,#8CB941
140,185,70,#8CB946
140,185,75,#8CB94B
140,185,80,#8CB950
140,185,85,#8CB955
140,185,90,#8CB95A
140,185,95,#8CB95F
140,185,100,#8CB964
140,185,105,#8CB969
140,185,110,#8CB96E
140,185,115,#8CB973
140,185,120,#8CB978
140,185,125,#8CB97D
140,185,130,#8CB982
140,185,135,#8CB987
140,185,140,#8CB98C
140,185,145,#8CB991
140,185,150,#8CB996
140,185,155,#8CB99B
140,185,160,#8CB9A0
140,185,165,#8CB9A5
140,185,170,#8CB9AA
140,185,175,#8CB9AF
140,185,180,#8CB9B4
140,185,185,#8CB9B9
140,185,190,#8CB9BE
140,185,195,#8CB9C3
140,185,200,#8CB9C8
140,185,205,#8CB9CD
140,185,210,#8CB9D2
140,185,215,#8CB9D7
140,185,220,#8CB9DC
140,185,225,#8CB9E1
140,185,230,#8CB9E6
140,185,235,#8CB9EB
140,185,240,#8CB9F0
140,185,245,#8CB9F5
140,185,250,#8CB9FA
140,185,255,#8CB9FF
140,190,0,#8CBE00
140,190,5,#8CBE05
140,190,10,#8CBE0A
140,190,15,#8CBE0F
140,190,20,#8CBE14
140,190,25,#8CBE19
140,190,30,#8CBE1E
140,190,35,#8CBE23
140,190,40,#8CBE28
140,190,45,#8CBE2D
140,190,50,#8CBE32
140,190,55,#8CBE37
140,190,60,#8CBE3C
140,190,65,#8CBE41
140,190,70,#8CBE46
140,190,75,#8CBE4B
140,190,80,#8CBE50
140,190,85,#8CBE55
140,190,90,#8CBE5A
140,190,95,#8CBE5F
140,190,100,#8CBE64
140,190,105,#8CBE69
140,190,110,#8CBE6E
140,190,115,#8CBE73
140,190,120,#8CBE78
140,190,125,#8CBE7D
140,190,130,#8CBE82
140,190,135,#8CBE87
140,190,140,#8CBE8C
140,190,145,#8CBE91
140,190,150,#8CBE96
140,190,155,#8CBE9B
140,190,160,#8CBEA0
140,190,165,#8CBEA5
140,190,170,#8CBEAA
140,190,175,#8CBEAF
140,190,180,#8CBEB4
140,190,185,#8CBEB9
140,190,190,#8CBEBE
140,190,195,#8CBEC3
140,190,200,#8CBEC8
140,190,205,#8CBECD
140,190,210,#8CBED2
140,190,215,#8CBED7
140,190,220,#8CBEDC
140,190,225,#8CBEE1
140,190,230,#8CBEE6
140,190,235,#8CBEEB
140,190,240,#8CBEF0
140,190,245,#8CBEF5
140,190,250,#8CBEFA
140,190,255,#8CBEFF
140,195,0,#8CC300
140,195,5,#8CC305
140,195,10,#8CC30A
140,195,15,#8CC30F
140,195,20,#8CC314
140,195,25,#8CC319
140,195,30,#8CC31E
140,195,35,#8CC323
140,195,40,#8CC328
140,195,45,#8CC32D
140,195,50,#8CC332
140,195,55,#8CC337
140,195,60,#8CC33C
140,195,65,#8CC341
140,195,70,#8CC346
140,195,75,#8CC34B
140,195,80,#8CC350
140,195,85,#8CC355
140,195,90,#8CC35A
140,195,95,#8CC35F
140,195,100,#8CC364
140,195,105,#8CC369
140,195,110,#8CC36E
140,195,115,#8CC373
140,195,120,#8CC378
140,195,125,#8CC37D
140,195,130,#8CC382
140,195,135,#8CC387
140,195,140,#8CC38C
140,195,145,#8CC391
140,195,150,#8CC396
140,195,155,#8CC39B
140,195,160,#8CC3A0
140,195,165,#8CC3A5
140,195,170,#8CC3AA
140,195,175,#8CC3AF
140,195,180,#8CC3B4
140,195,185,#8CC3B9
140,195,190,#8CC3BE
140,195,195,#8CC3C3
140,195,200,#8CC3C8
140,195,205,#8CC3CD
140,195,210,#8CC3D2
140,195,215,#8CC3D7
140,195,220,#8CC3DC
140,195,225,#8CC3E1
140,195,230,#8CC3E6
140,195,235,#8CC3EB
140,195,240,#8CC3F0
140,195,245,#8CC3F5
140,195,250,#8CC3FA
140,195,255,#8CC3FF
140,200,0,#8CC800
140,200,5,#8CC805
140,200,10,#8CC80A
140,200,15,#8CC80F
140,200,20,#8CC814
140,200,25,#8CC819
140,200,30,#8CC81E
140,200,35,#8CC823
140,200,40,#8CC828
140,200,45,#8CC82D
140,200,50,#8CC832
140,200,55,#8CC837
140,200,60,#8CC83C
140,200,65,#8CC841
140,200,70,#8CC846
140,200,75,#8CC84B
140,200,80,#8CC850
140,200,85,#8CC855
140,200,90,#8CC85A
140,200,95,#8CC85F
140,200,100,#8CC864
140,200,105,#8CC869
140,200,110,#8CC86E
140,200,115,#8CC873
140,200,120,#8CC878
140,200,125,#8CC87D
140,200,130,#8CC882
140,200,135,#8CC887
140,200,140,#8CC88C
140,200,145,#8CC891
140,200,150,#8CC896
140,200,155,#8CC89B
140,200,160,#8CC8A0
140,200,165,#8CC8A5
140,200,170,#8CC8AA
140,200,175,#8CC8AF
140,200,180,#8CC8B4
140,200,185,#8CC8B9
140,200,190,#8CC8BE
140,200,195,#8CC8C3
140,200,200,#8CC8C8
140,200,205,#8CC8CD
140,200,210,#8CC8D2
140,200,215,#8CC8D7
140,200,220,#8CC8DC
140,200,225,#8CC8E1
140,200,230,#8CC8E6
140,200,235,#8CC8EB
140,200,240,#8CC8F0
140,200,245,#8CC8F5
140,200,250,#8CC8FA
140,200,255,#8CC8FF
140,205,0,#8CCD00
140,205,5,#8CCD05
140,205,10,#8CCD0A
140,205,15,#8CCD0F
140,205,20,#8CCD14
140,205,25,#8CCD19
140,205,30,#8CCD1E
140,205,35,#8CCD23
140,205,40,#8CCD28
140,205,45,#8CCD2D
140,205,50,#8CCD32
140,205,55,#8CCD37
140,205,60,#8CCD3C
140,205,65,#8CCD41
140,205,70,#8CCD46
140,205,75,#8CCD4B
140,205,80,#8CCD50
140,205,85,#8CCD55
140,205,90,#8CCD5A
140,205,95,#8CCD5F
140,205,100,#8CCD64
140,205,105,#8CCD69
140,205,110,#8CCD6E
140,205,115,#8CCD73
140,205,120,#8CCD78
140,205,125,#8CCD7D
140,205,130,#8CCD82
140,205,135,#8CCD87
140,205,140,#8CCD8C
140,205,145,#8CCD91
140,205,150,#8CCD96
140,205,155,#8CCD9B
140,205,160,#8CCDA0
140,205,165,#8CCDA5
140,205,170,#8CCDAA
140,205,175,#8CCDAF
140,205,180,#8CCDB4
140,205,185,#8CCDB9
140,205,190,#8CCDBE
140,205,195,#8CCDC3
140,205,200,#8CCDC8
140,205,205,#8CCDCD
140,205,210,#8CCDD2
140,205,215,#8CCDD7
140,205,220,#8CCDDC
140,205,225,#8CCDE1
140,205,230,#8CCDE6
140,205,235,#8CCDEB
140,205,240,#8CCDF0
140,205,245,#8CCDF5
140,205,250,#8CCDFA
140,205,255,#8CCDFF
140,210,0,#8CD200
140,210,5,#8CD205
140,210,10,#8CD20A
140,210,15,#8CD20F
140,210,20,#8CD214
140,210,25,#8CD219
140,210,30,#8CD21E
140,210,35,#8CD223
140,210,40,#8CD228
140,210,45,#8CD22D
140,210,50,#8CD232
140,210,55,#8CD237
140,210,60,#8CD23C
140,210,65,#8CD241
140,210,70,#8CD246
140,210,75,#8CD24B
140,210,80,#8CD250
140,210,85,#8CD255
140,210,90,#8CD25A
140,210,95,#8CD25F
140,210,100,#8CD264
140,210,105,#8CD269
140,210,110,#8CD26E
140,210,115,#8CD273
140,210,120,#8CD278
140,210,125,#8CD27D
140,210,130,#8CD282
140,210,135,#8CD287
140,210,140,#8CD28C
140,210,145,#8CD291
140,210,150,#8CD296
140,210,155,#8CD29B
140,210,160,#8CD2A0
140,210,165,#8CD2A5
140,210,170,#8CD2AA
140,210,175,#8CD2AF
140,210,180,#8CD2B4
140,210,185,#8CD2B9
140,210,190,#8CD2BE
140,210,195,#8CD2C3
140,210,200,#8CD2C8
140,210,205,#8CD2CD
140,210,210,#8CD2D2
140,210,215,#8CD2D7
140,210,220,#8CD2DC
140,210,225,#8CD2E1
140,210,230,#8CD2E6
140,210,235,#8CD2EB
140,210,240,#8CD2F0
140,210,245,#8CD2F5
140,210,250,#8CD2FA
140,210,255,#8CD2FF
140,215,0,#8CD700
140,215,5,#8CD705
140,215,10,#8CD70A
140,215,15,#8CD70F
140,215,20,#8CD714
140,215,25,#8CD719
140,215,30,#8CD71E
140,215,35,#8CD723
140,215,40,#8CD728
140,215,45,#8CD72D
140,215,50,#8CD732
140,215,55,#8CD737
140,215,60,#8CD73C
140,215,65,#8CD741
140,215,70,#8CD746
140,215,75,#8CD74B
140,215,80,#8CD750
140,215,85,#8CD755
140,215,90,#8CD75A
140,215,95,#8CD75F
140,215,100,#8CD764
140,215,105,#8CD769
140,215,110,#8CD76E
140,215,115,#8CD773
140,215,120,#8CD778
140,215,125,#8CD77D
140,215,130,#8CD782
140,215,135,#8CD787
140,215,140,#8CD78C
140,215,145,#8CD791
140,215,150,#8CD796
140,215,155,#8CD79B
140,215,160,#8CD7A0
140,215,165,#8CD7A5
140,215,170,#8CD7AA
140,215,175,#8CD7AF
140,215,180,#8CD7B4
140,215,185,#8CD7B9
140,215,190,#8CD7BE
140,215,195,#8CD7C3
140,215,200,#8CD7C8
140,215,205,#8CD7CD
140,215,210,#8CD7D2
140,215,215,#8CD7D7
140,215,220,#8CD7DC
140,215,225,#8CD7E1
140,215,230,#8CD7E6
140,215,235,#8CD7EB
140,215,240,#8CD7F0
140,215,245,#8CD7F5
140,215,250,#8CD7FA
140,215,255,#8CD7FF
140,220,0,#8CDC00
140,220,5,#8CDC05
140,220,10,#8CDC0A
140,220,15,#8CDC0F
140,220,20,#8CDC14
140,220,25,#8CDC19
140,220,30,#8CDC1E
140,220,35,#8CDC23
140,220,40,#8CDC28
140,220,45,#8CDC2D
140,220,50,#8CDC32
140,220,55,#8CDC37
140,220,60,#8CDC3C
140,220,65,#8CDC41
140,220,70,#8CDC46
140,220,75,#8CDC4B
140,220,80,#8CDC50
140,220,85,#8CDC55
140,220,90,#8CDC5A
140,220,95,#8CDC5F
140,220,100,#8CDC64
140,220,105,#8CDC69
140,220,110,#8CDC6E
140,220,115,#8CDC73
140,220,120,#8CDC78
140,220,125,#8CDC7D
140,220,130,#8CDC82
140,220,135,#8CDC87
140,220,140,#8CDC8C
140,220,145,#8CDC91
140,220,150,#8CDC96
140,220,155,#8CDC9B
140,220,160,#8CDCA0
140,220,165,#8CDCA5
140,220,170,#8CDCAA
140,220,175,#8CDCAF
140,220,180,#8CDCB4
140,220,185,#8CDCB9
140,220,190,#8CDCBE
140,220,195,#8CDCC3
140,220,200,#8CDCC8
140,220,205,#8CDCCD
140,220,210,#8CDCD2
140,220,215,#8CDCD7
140,220,220,#8CDCDC
140,220,225,#8CDCE1
140,220,230,#8CDCE6
140,220,235,#8CDCEB
140,220,240,#8CDCF0
140,220,245,#8CDCF5
140,220,250,#8CDCFA
140,220,255,#8CDCFF
140,225,0,#8CE100
140,225,5,#8CE105
140,225,10,#8CE10A
140,225,15,#8CE10F
140,225,20,#8CE114
140,225,25,#8CE119
140,225,30,#8CE11E
140,225,35,#8CE123
140,225,40,#8CE128
140,225,45,#8CE12D
140,225,50,#8CE132
140,225,55,#8CE137
140,225,60,#8CE13C
140,225,65,#8CE141
140,225,70,#8CE146
140,225,75,#8CE14B
140,225,80,#8CE150
140,225,85,#8CE155
140,225,90,#8CE15A
140,225,95,#8CE15F
140,225,100,#8CE164
140,225,105,#8CE169
140,225,110,#8CE16E
140,225,115,#8CE173
140,225,120,#8CE178
140,225,125,#8CE17D
140,225,130,#8CE182
140,225,135,#8CE187
140,225,140,#8CE18C
140,225,145,#8CE191
140,225,150,#8CE196
140,225,155,#8CE19B
140,225,160,#8CE1A0
140,225,165,#8CE1A5
140,225,170,#8CE1AA
140,225,175,#8CE1AF
140,225,180,#8CE1B4
140,225,185,#8CE1B9
140,225,190,#8CE1BE
140,225,195,#8CE1C3
140,225,200,#8CE1C8
140,225,205,#8CE1CD
140,225,210,#8CE1D2
140,225,215,#8CE1D7
140,225,220,#8CE1DC
140,225,225,#8CE1E1
140,225,230,#8CE1E6
140,225,235,#8CE1EB
140,225,240,#8CE1F0
140,225,245,#8CE1F5
140,225,250,#8CE1FA
140,225,255,#8CE1FF
140,230,0,#8CE600
140,230,5,#8CE605
140,230,10,#8CE60A
140,230,15,#8CE60F
140,230,20,#8CE614
140,230,25,#8CE619
140,230,30,#8CE61E
140,230,35,#8CE623
140,230,40,#8CE628
140,230,45,#8CE62D
140,230,50,#8CE632
140,230,55,#8CE637
140,230,60,#8CE63C
140,230,65,#8CE641
140,230,70,#8CE646
140,230,75,#8CE64B
140,230,80,#8CE650
140,230,85,#8CE655
140,230,90,#8CE65A
140,230,95,#8CE65F
140,230,100,#8CE664
140,230,105,#8CE669
140,230,110,#8CE66E
140,230,115,#8CE673
140,230,120,#8CE678
140,230,125,#8CE67D
140,230,130,#8CE682
140,230,135,#8CE687
140,230,140,#8CE68C
140,230,145,#8CE691
140,230,150,#8CE696
140,230,155,#8CE69B
140,230,160,#8CE6A0
140,230,165,#8CE6A5
140,230,170,#8CE6AA
140,230,175,#8CE6AF
140,230,180,#8CE6B4
140,230,185,#8CE6B9
140,230,190,#8CE6BE
140,230,195,#8CE6C3
140,230,200,#8CE6C8
140,230,205,#8CE6CD
140,230,210,#8CE6D2
140,230,215,#8CE6D7
140,230,220,#8CE6DC
140,230,225,#8CE6E1
140,230,230,#8CE6E6
140,230,235,#8CE6EB
140,230,240,#8CE6F0
140,230,245,#8CE6F5
140,230,250,#8CE6FA
140,230,255,#8CE6FF
140,235,0,#8CEB00
140,235,5,#8CEB05
140,235,10,#8CEB0A
140,235,15,#8CEB0F
140,235,20,#8CEB14
140,235,25,#8CEB19
140,235,30,#8CEB1E
140,235,35,#8CEB23
140,235,40,#8CEB28
140,235,45,#8CEB2D
140,235,50,#8CEB32
140,235,55,#8CEB37
140,235,60,#8CEB3C
140,235,65,#8CEB41
140,235,70,#8CEB46
140,235,75,#8CEB4B
140,235,80,#8CEB50
140,235,85,#8CEB55
140,235,90,#8CEB5A
140,235,95,#8CEB5F
140,235,100,#8CEB64
140,235,105,#8CEB69
140,235,110,#8CEB6E
140,235,115,#8CEB73
140,235,120,#8CEB78
140,235,125,#8CEB7D
140,235,130,#8CEB82
140,235,135,#8CEB87
140,235,140,#8CEB8C
140,235,145,#8CEB91
140,235,150,#8CEB96
140,235,155,#8CEB9B
140,235,160,#8CEBA0
140,235,165,#8CEBA5
140,235,170,#8CEBAA
140,235,175,#8CEBAF
140,235,180,#8CEBB4
140,235,185,#8CEBB9
140,235,190,#8CEBBE
140,235,195,#8CEBC3
140,235,200,#8CEBC8
140,235,205,#8CEBCD
140,235,210,#8CEBD2
140,235,215,#8CEBD7
140,235,220,#8CEBDC
140,235,225,#8CEBE1
140,235,230,#8CEBE6
140,235,235,#8CEBEB
140,235,240,#8CEBF0
140,235,245,#8CEBF5
140,235,250,#8CEBFA
140,235,255,#8CEBFF
140,240,0,#8CF000
140,240,5,#8CF005
140,240,10,#8CF00A
140,240,15,#8CF00F
140,240,20,#8CF014
140,240,25,#8CF019
140,240,30,#8CF01E
140,240,35,#8CF023
140,240,40,#8CF028
140,240,45,#8CF02D
140,240,50,#8CF032
140,240,55,#8CF037
140,240,60,#8CF03C
140,240,65,#8CF041
140,240,70,#8CF046
140,240,75,#8CF04B
140,240,80,#8CF050
140,240,85,#8CF055
140,240,90,#8CF05A
140,240,95,#8CF05F
140,240,100,#8CF064
140,240,105,#8CF069
140,240,110,#8CF06E
140,240,115,#8CF073
140,240,120,#8CF078
140,240,125,#8CF07D
140,240,130,#8CF082
140,240,135,#8CF087
140,240,140,#8CF08C
140,240,145,#8CF091
140,240,150,#8CF096
140,240,155,#8CF09B
140,240,160,#8CF0A0
140,240,165,#8CF0A5
140,240,170,#8CF0AA
140,240,175,#8CF0AF
140,240,180,#8CF0B4
140,240,185,#8CF0B9
140,240,190,#8CF0BE
140,240,195,#8CF0C3
140,240,200,#8CF0C8
140,240,205,#8CF0CD
140,240,210,#8CF0D2
140,240,215,#8CF0D7
140,240,220,#8CF0DC
140,240,225,#8CF0E1
140,240,230,#8CF0E6
140,240,235,#8CF0EB
140,240,240,#8CF0F0
140,240,245,#8CF0F5
140,240,250,#8CF0FA
140,240,255,#8CF0FF
140,245,0,#8CF500
140,245,5,#8CF505
140,245,10,#8CF50A
140,245,15,#8CF50F
140,245,20,#8CF514
140,245,25,#8CF519
140,245,30,#8CF51E
140,245,35,#8CF523
140,245,40,#8CF528
140,245,45,#8CF52D
140,245,50,#8CF532
140,245,55,#8CF537
140,245,60,#8CF53C
140,245,65,#8CF541
140,245,70,#8CF546
140,245,75,#8CF54B
140,245,80,#8CF550
140,245,85,#8CF555
140,245,90,#8CF55A
140,245,95,#8CF55F
140,245,100,#8CF564
140,245,105,#8CF569
140,245,110,#8CF56E
140,245,115,#8CF573
140,245,120,#8CF578
140,245,125,#8CF57D
140,245,130,#8CF582
140,245,135,#8CF587
140,245,140,#8CF58C
140,245,145,#8CF591
140,245,150,#8CF596
140,245,155,#8CF59B
140,245,160,#8CF5A0
140,245,165,#8CF5A5
140,245,170,#8CF5AA
140,245,175,#8CF5AF
140,245,180,#8CF5B4
140,245,185,#8CF5B9
140,245,190,#8CF5BE
140,245,195,#8CF5C3
140,245,200,#8CF5C8
140,245,205,#8CF5CD
140,245,210,#8CF5D2
140,245,215,#8CF5D7
140,245,220,#8CF5DC
140,245,225,#8CF5E1
140,245,230,#8CF5E6
140,245,235,#8CF5EB
140,245,240,#8CF5F0
140,245,245,#8CF5F5
140,245,250,#8CF5FA
140,245,255,#8CF5FF
140,250,0,#8CFA00
140,250,5,#8CFA05
140,250,10,#8CFA0A
140,250,15,#8CFA0F
140,250,20,#8CFA14
140,250,25,#8CFA19
140,250,30,#8CFA1E
140,250,35,#8CFA23
140,250,40,#8CFA28
140,250,45,#8CFA2D
140,250,50,#8CFA32
140,250,55,#8CFA37
140,250,60,#8CFA3C
140,250,65,#8CFA41
140,250,70,#8CFA46
140,250,75,#8CFA4B
140,250,80,#8CFA50
140,250,85,#8CFA55
140,250,90,#8CFA5A
140,250,95,#8CFA5F
140,250,100,#8CFA64
140,250,105,#8CFA69
140,250,110,#8CFA6E
140,250,115,#8CFA73
140,250,120,#8CFA78
140,250,125,#8CFA7D
140,250,130,#8CFA82
140,250,135,#8CFA87
140,250,140,#8CFA8C
140,250,145,#8CFA91
140,250,150,#8CFA96
140,250,155,#8CFA9B
